D:\bf2editor\Code\BF2\Core\Profiler.cpp(720): Calibration of profiler took:8.50036e-006 seconds
D:\bf2editor\Code\BF2\RendDX9\TextureManager.cpp(205): Texture scheduled for loading: common/textures/noise (as common/textures/noise)
D:\bf2editor\Code\BF2\RendDX9\TextureManager.cpp(205): Texture scheduled for loading: common/textures/random (as common/textures/random)
D:\bf2editor\Code\BF2\Core\EventManager.cpp(390): Register EventHandler in category 10 ordering: 0
D:\bf2editor\Code\BF2\RendDX9\ShaderManager.cpp(166): Effect loaded: Shaders/FSQuadDrawer.fx
D:\bf2editor\Code\BF2\RendDX9\RenderPathServer.cpp(28): IRenderPathClient added: DebugTextDrawer
D:\bf2editor\Code\BF2\Core\DllLoad.cpp(80): Successfully loaded dll EditorRendDX9.dll
D:\bf2editor\Code\BF2\Core\DllLoad.cpp(82): Registering new dll with EditorMemory.dll debug subsystem
D:\bf2editor\Code\BF2\IO\File\FileManager.cpp(101): mods/bfheroes/ getWritePath:Logs/stats/rend_237_BFH_2018_03_10_09_52_19.bin
D:\bf2editor\Code\BF2\IO\File\FileManager.cpp(130): resulting path:mods/bfheroes/Logs/stats/rend_237_BFH_2018_03_10_09_52_19.bin
D:\bf2editor\Code\BF2\RendDX9\TextureManager.cpp(205): Texture scheduled for loading: Common/Textures/RadialAtt2 (as common/textures/radialatt2)
D:\bf2editor\Code\BF2\RendDX9\TextureManager.cpp(205): Texture scheduled for loading: Common/Textures/ConicalAtt (as common/textures/conicalatt)
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(51): Additional PortedFontRend object ctor 128306904 , addRef shared resources.
D:\bf2editor\Code\BF2\RendDX9\TextureManager.cpp(205): Texture scheduled for loading: Fonts/BF1942 (as fonts/bf1942)
D:\bf2editor\Code\BF2\RendDX9\TextureManager.cpp(205): Texture scheduled for loading: Fonts/BF1942_def (as fonts/bf1942_def)
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(157): PortedFontRend 128306904 loaded as Fonts/BF1942
D:\bf2editor\Code\BF2\RendDX9\ShaderManager.cpp(166): Effect loaded: Shaders/Nametag.fx
D:\bf2editor\Code\BF2\RendDX9\TextureManager.cpp(205): Texture scheduled for loading: Menu/Nametag/loactionArrow.dds (as menu/nametag/loactionarrow)
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(51): Additional PortedFontRend object ctor 108012072 , addRef shared resources.
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(157): PortedFontRend 108012072 loaded as Fonts/BF1942
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(51): Additional PortedFontRend object ctor 121533504 , addRef shared resources.
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(157): PortedFontRend 121533504 loaded as Fonts/BF1942
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(157): PortedFontRend 107770096 loaded as Fonts/BF1942
D:\bf2editor\Code\BF2\RendDX9\TextureManager.cpp(205): Texture scheduled for loading: Common/Textures/DepthComplex2 (as common/textures/depthcomplex2)
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(157): PortedFontRend 107711096 loaded as Fonts/BF1942
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(157): PortedFontRend 107695496 loaded as Fonts/BF1942
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(80): Unable to open font file "Fonts/system_8x11.font"
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(51): Additional PortedFontRend object ctor 107707480 , addRef shared resources.
D:\bf2editor\Code\BF2\GeomMisc\FontRenderer\PortedFontRend.cpp(157): PortedFontRend 107707480 loaded as Fonts/BF1942
D:\bf2editor\Code\BF2\RendDX9\TextureManager.cpp(205): Texture scheduled for loading: Menu/Console/white (as menu/console/white)
D:\bf2editor\Code\BF2\Core\EventManager.cpp(390): Register EventHandler in category 0 ordering: 0
D:\bf2editor\Code\BF2\Core\EventManager.cpp(401): Register EventHandler in category 5 ordering: 1000
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderServer.cpp(254): Trying to load MetaShader RaShaderBM.mfx
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _nothing_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hasuvanimation_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hasnormalmap_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hasgimap_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hasenvmap_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hascockpit_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hasshadow_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hascolormapgloss_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hasstaticgloss_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hasdot3alphatest_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _usehemimap_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _pointlight_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TUVAnimationPacked2D
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TangentSpacePacked8
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::ShadowMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::HemiMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::HemiMapConstants
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::HemiMapSkyColor
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::NormalMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::GIMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::CubeMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::StaticGloss
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::InvHemiHeightScale
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data InstanceParameters::UserData
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data InstanceParameters::ShadowProjMat
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data InstanceParameters::ShadowTrapMat
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data InstanceParameters::HeightOverTerrain
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderServer.cpp(254): Trying to load MetaShader RaShaderSM.mfx
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _nothing_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hasnormalmap_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _objspacenormalmap_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hasenvmap_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _hasshadow_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _usehemimap_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _pointlight_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TangentSpace
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::ShadowMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::HemiMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::HemiMapConstants
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::HemiMapSkyColor
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::HeightOverTerrain
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::NormalMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::CubeMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::Reflectivity
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data InstanceParameters::ShadowProjMat
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data InstanceParameters::ShadowTrapMat
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderServer.cpp(254): Trying to load MetaShader RaShaderSTM.mfx
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _base_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _nbase_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _detail_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _ndetail_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _dirt_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _crack_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _ncrack_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _parallaxdetail_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _lightmap_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _shadow_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _alphatest_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _dirlight_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(146): Found literal: _pointlight_
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TBasePacked2D
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TDetailPacked2D
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TDetailPacked2D
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TDirtPacked2D
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TCrackPacked2D
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TCrackPacked2D
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TDetailPacked2D
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data reqVertexElement::TLightMapPacked2D
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::SinglePointColor
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data GlobalParameters::ShadowMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::NormalMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::DetailMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::NormalMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::DirtMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::CrackMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::CrackNormalMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::DetailMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::NormalMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data TemplateParameters::ParallaxScaleBias
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data InstanceParameters::LightMapOffset
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data InstanceParameters::LightMap
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data InstanceParameters::ShadowProjMat
D:\bf2editor\Code\BF2\RendDX9\Ra\RaShaderPermutator.cpp(258): Found existing data InstanceParameters::ShadowTrapMat
